Question ID,Domain,Question Text,Question Type
HRS-01.3,Human Resources,"Are background verification policies and procedures reviewed and updated atleast annually, or upon significant changes?","Yes,No,NA"
HRS-02.1,Human Resources,"Are policies and procedures for defining allowances and conditions for theacceptable use of organizationally-owned or managed assets established, documented,approved, communicated, applied, evaluated, and maintained?","Yes,No,NA"
HRS-02.2,Human Resources,"Are the policies and procedures for defining allowances and conditions forthe acceptable use of organizationally-owned or managed assets reviewed and updatedat least annually, or upon significant changes?","Yes,No,NA"
HRS-03.1,Human Resources,"Are policies and procedures requiring unattended workspaces to conceal confidentialdata established, documented, approved, communicated, applied, evaluated, andmaintained?","Yes,No,NA"
HRS-03.2,Human Resources,"Are policies and procedures requiring unattended workspaces to conceal confidentialdata reviewed and updated at least annually, or upon significant changes?","Yes,No,NA"
HRS-04.1,Human Resources,"Are policies and procedures to protect information accessed, processed, orstored at remote sites and locations established, documented, approved, communicated,applied, evaluated, and maintained?","Yes,No,NA"
HRS-04.2,Human Resources,"Are policies and procedures to protect information accessed, processed, orstored at remote sites and locations reviewed and updated at least annually, or upon significant changes?","Yes,No,NA"
HRS-05.1,Human Resources,Are return procedures of organizationally-owned assets by terminated employeesestablished and documented?,"Yes,No,NA"
HRS-06.1,Human Resources,"Are procedures outlining the roles and responsibilities concerning changesin employment established, documented, and communicated to all relevant personnel?","Yes,No,NA"
HRS-07.1,Human Resources,"Are employees required to sign an employment agreement before gaining accessto organizational information systems, resources, and assets?","Yes,No,NA"
HRS-08.1,Human Resources,Are provisions and/or terms for adherence to established information governanceand security policies included within employment agreements?,"Yes,No,NA"
HRS-09.1,Human Resources,"Are employee roles and responsibilities relating to information assets' security and privacy, established, documented and communicated?","Yes,No,NA"
HRS-10.1,Human Resources,"Are requirements for non-disclosure/confidentiality agreements reflectingorganizational data protection needs and operational details identified, documented,and reviewed at planned intervals?","Yes,No,NA"
HRS-11.1,Human Resources,"Is a security awareness training program for all employees of the organizationestablished, documented, approved, communicated, applied, evaluated and maintained?","Yes,No,NA"
HRS-11.2,Human Resources,Are regular security awareness training updates provided?,"Yes,No,NA"
HRS-12.1,Human Resources,Are employees granted access to sensitive organizational and personaldata provided with appropriate security awareness training?,"Yes,No,NA"
HRS-12.2,Human Resources,"Are employees granted access to sensitive organizational and personaldata provided with regular updates in procedures, processes, and policies relatingto their professional function?","Yes,No,NA"
HRS-13.1,Human Resources,"Are employees notified of their roles and responsibilities to maintain awarenessand compliance with established policies, procedures, and applicable legal, statutory,or regulatory compliance obligations?","Yes,No,NA"
IAM-01.1,Identity & Access Management,"Are identity and access management policies and procedures established, documented,approved, communicated, implemented, applied, evaluated, and maintained?","Yes,No,NA"
IAM-01.2,Identity & Access Management,"Are identity and access management policies and procedures reviewed and updatedat least annually, or upon significant changes?","Yes,No,NA"
IAM-02.1,Identity & Access Management,"Are policies and procedures for the management of authentication credentials, including passwords, established, documented,  approved, communicated, implemented, applied, evaluated, and maintained?","Yes,No,NA"
IAM-02.2,Identity & Access Management,"Are policies and procedures reviewed and updated at least annually, or upon significant changes?","Yes,No,NA"
IAM-03.1,Identity & Access Management,"Is the inventory of identities managed, stored, and regularly reviewed, and is their level of access monitored?","Yes,No,NA"
IAM-04.1,Identity & Access Management,Is the separation of duties principle employed when implementing informationsystem access?,"Yes,No,NA"
IAM-05.1,Identity & Access Management,Is the least privilege principle employed when implementing information systemaccess?,"Yes,No,NA"
IAM-06.1,Identity & Access Management,"Is an identity access provisioning process defined and implemented which authorizes, records, and communicates data and assets access changes?","Yes,No,NA"
IAM-07.1,Identity & Access Management,Is a process in place to de-provision or modify identity access in a timely manner?,"Yes,No,NA"
IAM-08.1,Identity & Access Management,"Are reviews and revalidation of identity access for least privilege and separation of duties completed with a frequency commensurate with organizational risk tolerance, and at least annually or upon significant changes?","Yes,No,NA"
IAM-09.1,Identity & Access Management,"Are processes, procedures, and technical measures for the segregation of privilegedaccess roles defined, implemented, and evaluated?","Yes,No,NA"
IAM-10.1,Identity & Access Management,Is an access process defined and implemented to ensure privileged access rolesand rights are granted for a limited period?,"Yes,No,NA"
IAM-10.2,Identity & Access Management,Are procedures implemented to prevent the accumulation of segregated privileged access?,"Yes,No,NA"
IAM-11.1,Identity & Access Management,"Are processes and procedures for service customers to participate, where applicable, in granting access for agreed, high risk as (defined by the organizational risk assessment) privileged access roles defined, implemented and evaluated?","Yes,No,NA"
IAM-12.1,Identity & Access Management,"Are processes, procedures, and technical measures that ensure identities' activities are identifiable through uniquely associated IDs defined, implemented, and evaluated?","Yes,No,NA"
IAM-13.1,Identity & Access Management,"Are processes, procedures, and technical measures for authenticating accessto systems, application, and data assets including multifactor authenticationfor a least-privileged user and sensitive data access defined, implemented, andevaluated?","Yes,No,NA"
IAM-13.2,Identity & Access Management,Are digital certificates or alternatives that achieve an equivalent securitylevel for system identities adopted?,"Yes,No,NA"
IAM-14.1,Identity & Access Management,"Are processes, procedures, and technical measures for the secure management of authentication credentials, including passwords, defined, implemented, and evaluated?","Yes,No,NA"
IAM-15.1,Identity & Access Management,"Are processes, procedures, and technical measures to verify access to dataand system functions authorized, defined, implemented, and evaluated?","Yes,No,NA"
IPY-01.1,Interoperability & Portability,"Are policies and procedures established, documented, approved, communicated,applied, evaluated, and maintained for communications between application interfaces(e.g., APIs)?","Yes,No,NA"
IPY-01.2,Interoperability & Portability,"Are policies and procedures established, documented, approved, communicated,applied, evaluated, and maintained for information processing interoperability?","Yes,No,NA"
IPY-01.3,Interoperability & Portability,"Are policies and procedures established, documented, approved, communicated,applied, evaluated, and maintained for application development portability?","Yes,No,NA"
IPY-01.4,Interoperability & Portability,"Are policies and procedures established, documented, approved, communicated,applied, evaluated, and maintained for information/data exchange, usage, portability,integrity, and persistence?","Yes,No,NA"
IPY-01.5,Interoperability & Portability,"Are interoperability and portability policies and procedures reviewed andupdated at least annually, or upon significant changes?","Yes,No,NA"
IPY-02.1,Interoperability & Portability,Are service customers able to programmatically retrieve their data via an application interface(s)to enable interoperability and portability?,"Yes,No,NA"
IPY-03.1,Interoperability & Portability,"Are cryptographically secure network protocols implemented for the management, import, and export of data in accordance with industry standards?","Yes,No,NA"
IPY-04.1,Interoperability & Portability,"Do agreements include provisions specifying service customers' data access upon contract termination, and have the following?a. Data formatb. Duration data will be storedc. Scope of the data retained and made available to the service customersd. Data deletion policy","Yes,No,NA"
I&S-01.1,Infrastructure Security,"Are infrastructure and virtualization security policies and procedures established,documented, approved, communicated, applied, evaluated, and maintained?","Yes,No,NA"
I&S-01.2,Infrastructure Security,"Are infrastructure and virtualization security policies and procedures reviewedand updated at least annually, or upon significant changes?","Yes,No,NA"
I&S-02.1,Infrastructure Security,"Is resource availability, quality, and capacity planned and monitored in away that delivers required system performance, as determined by the business?","Yes,No,NA"
I&S-03.1,Infrastructure Security,"Are communications between environments, services, and applications monitored?","Yes,No,NA"
I&S-03.2,Infrastructure Security,"Are communications between environments, services, and applications encrypted?","Yes,No,NA"
I&S-03.3,Infrastructure Security,"Are communications between environments, services, and applications restricted to only authenticated and authorized connections, as justified by the business?","Yes,No,NA"
I&S-03.4,Infrastructure Security,Are network configurations reviewed at least annually?,"Yes,No,NA"
I&S-03.5,Infrastructure Security,"Are network configurations supported by the documented justification of allallowed services, protocols, ports, and compensating controls?","Yes,No,NA"
I&S-04.1,Infrastructure Security,"Is every host and guest OS, hypervisor, or infrastructure control plane hardened(according to their respective best practices) and supported by technical controlsas part of a security baseline?","Yes,No,NA"
I&S-05.1,Infrastructure Security,Are the environments separated into production and non production environments to reduce the risk of sensitive production data being used in non-production environments?,"Yes,No,NA"
I&S-05.2,Infrastructure Security,Is production data sanitized or protected before being used for any authorized non-production purpose?,"Yes,No,NA"
I&S-06.1,Infrastructure Security,"Are applications and infrastructures designed, developed, deployed, and configured such that service customer (tenant) access is appropriately segmented, segregated, monitored, and restricted?","Yes,No,NA"
I&S-07.1,Infrastructure Security,"Are secure and encrypted communication channels including only up-to-dateand approved protocols used when migrating servers, services, applications, ordata to cloud environments?","Yes,No,NA"
I&S-08.1,Infrastructure Security,"Are high-risk environments identified and documented based on data sensitivity, threat exposure, and business impact?","Yes,No,NA"
I&S-09.1,Infrastructure Security,"Are processes, procedures, and defense-in-depth techniques defined, implemented,and evaluated for protection, detection, and timely response to network-basedattacks?","Yes,No,NA"
LOG-01.1,Logging and Monitoring,"Are logging and monitoring policies and procedures established, documented,approved, communicated, applied, evaluated, and maintained?","Yes,No,NA"
LOG-01.2,Logging and Monitoring,"Are policies and procedures reviewed and updated at least annually, or upon significant changes?","Yes,No,NA"
LOG-02.1,Logging and Monitoring,"Are processes, procedures, and technical measures defined, implemented, andevaluated to ensure audit log security and retention?","Yes,No,NA"
LOG-03.1,Logging and Monitoring,Are security-related events identified and monitored within applications andthe underlying infrastructure?,"Yes,No,NA"
LOG-03.2,Logging and Monitoring,Is a system defined and implemented to generate alerts to responsible stakeholdersbased on security events and their corresponding metrics?,"Yes,No,NA"
LOG-04.1,Logging and Monitoring,"Is audit log access restricted to authorized identities, and are records of that access maintained?","Yes,No,NA"
LOG-05.1,Logging and Monitoring,Are capabilities implemented and maintained to correlate and monitor security audit logs for the detection of suspicious or anomalous activity that deviates from typical or expected patterns?,"Yes,No,NA"
LOG-05.2,Logging and Monitoring,Is a process established and followed to review and take appropriate and timelyactions on detected anomalies?,"Yes,No,NA"
LOG-06.1,Logging and Monitoring,Is a reliable time source being used across all relevant information processingsystems?,"Yes,No,NA"
LOG-07.1,Logging and Monitoring,"Are logging requirements for information meta/data system events established,documented, and implemented?","Yes,No,NA"
LOG-07.2,Logging and Monitoring,"Is the scope reviewed and updated at least annually, or whenever there is a change in the threat environment and as per relevant regulatory requirements?","Yes,No,NA"
LOG-08.1,Logging and Monitoring,"Are technical measures defined, implemented, and evaluated to enable service customers to detect and scrub or tokenize sensitive data from logs, in order to prevent unauthorized exposure as per applicable laws and regulations?","Yes,No,NA"
LOG-09.1,Logging and Monitoring,"Are audit records generated, and do they contain relevant security information?","Yes,No,NA"
LOG-10.1,Logging and Monitoring,"Are audit records protected from unauthorized access, modification, and deletion?","Yes,No,NA"
LOG-11.1,Logging and Monitoring,"Are monitoring and internal reporting capabilities established to report oncryptographic operations, encryption, and key management policies, processes,procedures, and controls?","Yes,No,NA"
LOG-12.1,Logging and Monitoring,Are key lifecycle management events logged and monitored to enable auditingand reporting on cryptographic keys' usage?,"Yes,No,NA"
LOG-13.1,Logging and Monitoring,Is physical access logged and monitored using an auditable access controlsystem?,"Yes,No,NA"
LOG-14.1,Logging and Monitoring,"Are processes and technical measures for reporting monitoring system anomaliesand failures defined, implemented, and evaluated?","Yes,No,NA"
LOG-14.2,Logging and Monitoring,Are accountable parties immediately notified about anomalies and failures?,"Yes,No,NA"
SEF-01.1,"Security Incident Management, E-Discovery, & Cloud Forensics","Are policies and procedures for security incident management, e-discovery,and cloud forensics established, documented, approved, communicated, applied,evaluated, and maintained?","Yes,No,NA"
SEF-01.2,"Security Incident Management, E-Discovery, & Cloud Forensics","Are policies and procedures reviewed and updated annually, or upon significant changes?","Yes,No,NA"
SEF-02.1,"Security Incident Management, E-Discovery, & Cloud Forensics","Are policies and procedures for timely management of security incidents established,documented, approved, communicated, applied, evaluated, and maintained?","Yes,No,NA"
SEF-02.2,"Security Incident Management, E-Discovery, & Cloud Forensics","Are policies and procedures for timely management of security incidents reviewedand updated at least annually, or upon significant changes?","Yes,No,NA"
SEF-03.1,"Security Incident Management, E-Discovery, & Cloud Forensics","Is a security incident response plan that includes a communication strategy for notifying relevant internal departments, impacted service customers, and other business-critical relationships (such as supply-chain) established, documented, approved, communicated, applied, evaluated, and maintained?","Yes,No,NA"
SEF-04.1,"Security Incident Management, E-Discovery, & Cloud Forensics",Is a structured approach followed to evaluate the effectiveness of incident response plans at planned intervals or upon significant changes?,"Yes,No,NA"
SEF-05.1,"Security Incident Management, E-Discovery, & Cloud Forensics","Are information security incident metrics established, monitored and reported?","Yes,No,NA"
SEF-06.1,"Security Incident Management, E-Discovery, & Cloud Forensics","Are processes, procedures, and technical measures supporting business processesto triage security-related events defined, implemented, and evaluated?","Yes,No,NA"
SEF-07.1,"Security Incident Management, E-Discovery, & Cloud Forensics","Are processes, procedures, and technical measures defined, implemented, and evaluated for timely and effective response to security incidents in accordance with incident categories and severity levels?","Yes,No,NA"
SEF-07.2,"Security Incident Management, E-Discovery, & Cloud Forensics","Are these processes and procedures reviewed, updated, and tested at least annually?","Yes,No,NA"
SEF-08.1,"Security Incident Management, E-Discovery, & Cloud Forensics","Are processes, procedures, and technical measures for security breach notificationsdefined and implemented?","Yes,No,NA"
SEF-08.2,"Security Incident Management, E-Discovery, & Cloud Forensics","Are material security breaches reported (including any relevant supply chain breaches) as per applicable SLAs, laws, and regulations?","Yes,No,NA"
SEF-09.1,"Security Incident Management, E-Discovery, & Cloud Forensics",Is a secure repository of security incident records established and maintained?,"Yes,No,NA"
SEF-09.2,"Security Incident Management, E-Discovery, & Cloud Forensics","Are incident records regularly reviewed to identify patterns, root causes, and systemic vulnerabilities, and are relevant corrective measures implemented?","Yes,No,NA"
SEF-10.1,"Security Incident Management, E-Discovery, & Cloud Forensics","Are points of contact maintained for applicable regulation authorities, nationaland local law enforcement, and other legal jurisdictional authorities?","Yes,No,NA"
SEF-10.2,"Security Incident Management, E-Discovery, & Cloud Forensics",Are points of contact reviewed and updated at least annually?,"Yes,No,NA"
STA-01.1,"Supply Chain Management, Transparency, and Accountability","Are policies and procedures for supply chain risk management established, documented, approved, communicated, applied, evaluated, and maintained?","Yes,No,NA"
STA-01.2,"Supply Chain Management, Transparency, and Accountability","Are policies and procedures for supply chain risk management reviewed and updated at least annually, or upon significant changes?","Yes,No,NA"
STA-02.1,"Supply Chain Management, Transparency, and Accountability","Are policies and procedures implementing the shared security responsibilitymodel (SSRM) within the organization established, documented, approved, communicated,applied, evaluated, and maintained?","Yes,No,NA"
STA-02.2,"Supply Chain Management, Transparency, and Accountability","Are the policies and procedures that apply the SSRM reviewed and updated annually, or upon significant changes?","Yes,No,NA"
STA-03.1,"Supply Chain Management, Transparency, and Accountability","Is the SSRM applied, documented, implemented, and managed throughout the supplychain?","Yes,No,NA"
STA-04.1,"Supply Chain Management, Transparency, and Accountability",Is the service customer given SSRM guidance detailing information about SSRM applicabilitythroughout the supply chain?,"Yes,No,NA"
STA-05.1,"Supply Chain Management, Transparency, and Accountability",Is the shared ownership and applicability of all CSA CCM controls delineatedaccording to the SSRM?,"Yes,No,NA"
STA-06.1,"Supply Chain Management, Transparency, and Accountability",Is the SSRM documentation reviewed and validated?,"Yes,No,NA"
STA-07.1,"Supply Chain Management, Transparency, and Accountability","Are the portions of the SSRM the organization is responsible for implemented,operated, audited, or assessed?","Yes,No,NA"
STA-08.1,"Supply Chain Management, Transparency, and Accountability",Is an inventory of all supply chain relationships developed and maintained?,"Yes,No,NA"
STA-09.1,"Supply Chain Management, Transparency, and Accountability","Is a process defined, implemented, and enforced for establishing a Bill of Material for the service supply chain?","Yes,No,NA"
STA-09.2,"Supply Chain Management, Transparency, and Accountability",Is the Bill of Material reviewed and updated at least annually or upon significant changes?,"Yes,No,NA"
STA-10.1,"Supply Chain Management, Transparency, and Accountability",Are risk factors associated with supply chain relationships periodically reviewed?,"Yes,No,NA"
STA-11.1,"Supply Chain Management, Transparency, and Accountability","Do service agreements between service providers and service customers (tenants) incorporate at least the following mutually agreed upon provisions and/or terms?• Scope, characteristics, and location of business relationship and services offered• Information security requirements (including SSRM)• Change management process• Logging and monitoring capability• Incident management and communication procedures• Right to audit and third-party assessment• Service termination• Interoperability and portability requirements• Data privacy• Operational Resilience","Yes,No,NA"
STA-12.1,"Supply Chain Management, Transparency, and Accountability",Are supply chain agreements reviewed at least annually or upon significant changes?,"Yes,No,NA"
STA-13.1,"Supply Chain Management, Transparency, and Accountability","Is there a process for conducting internal assessments at least annually toconfirm the conformance and effectiveness of standards, policies, procedures,and SLA activities?","Yes,No,NA"
STA-14.1,"Supply Chain Management, Transparency, and Accountability","Are policies that require all supply chain service providers to comply with informationsecurity, confidentiality, access control, privacy, audit, personnel policy, andservice level requirements and standards implemented?","Yes,No,NA"
STA-15.1,"Supply Chain Management, Transparency, and Accountability",Are the organization's service providers' IT governance policies and procedures reviewed at least annually or upon significant changes?,"Yes,No,NA"
STA-16.1,"Supply Chain Management, Transparency, and Accountability",Is a process defined and implemented for conducting risk-based security assessments of the supply chain?,"Yes,No,NA"
TVM-01.1,Threat and Vulnerability Management Policy and Procedures,"Are policies and procedures established, documented, approved, communicated,applied, evaluated, and maintained to identify, report, and prioritize the remediationof vulnerabilities and threats to protect systems against vulnerability exploitation?","Yes,No,NA"
TVM-01.2,Threat and Vulnerability Management Policy and Procedures,"Are threat and vulnerability management policies and procedures reviewed andupdated at least annually, or upon significant changes?","Yes,No,NA"
TVM-02.1,Threat and Vulnerability Management Policy and Procedures,"Are policies and procedures to protect against malware and malicious instructions established, documented, approved, communicated, applied, evaluated, and maintained?","Yes,No,NA"
TVM-02.2,Threat and Vulnerability Management Policy and Procedures,"Are asset management and malware protection policies and procedures reviewedand updated at least annually, or upon significant changes?","Yes,No,NA"
TVM-03.1,Threat and Vulnerability Management Policy and Procedures,"Are processes, procedures, and technical measures defined, implemented, and evaluated for vulnerability detection on organizationally managed assets at least monthly?","Yes,No,NA"
TVM-04.1,Threat and Vulnerability Management Policy and Procedures,"Are a threat analysis process and procedures defined, implemented, and evaluated to identify, assess, and review the threat landscape for cloud systems?","Yes,No,NA"
TVM-04.2,Threat and Vulnerability Management Policy and Procedures,Are threat models built according to industry best practices to inform the risk mitigation strategy?,"Yes,No,NA"
TVM-05.1,Threat and Vulnerability Management Policy and Procedures,"Are processes, procedures, and technical measures defined, implemented, andevaluated to update detection tools, threat signatures, and compromise indicatorsweekly (or more frequent) basis?","Yes,No,NA"
TVM-06.1,Threat and Vulnerability Management Policy and Procedures,"Are processes, procedures, and technical measures defined, implemented, andevaluated to identify updates for applications that use third-party or open-sourcelibraries (according to the organization's vulnerability management policy)?","Yes,No,NA"
TVM-07.1,Threat and Vulnerability Management Policy and Procedures,"Are processes, procedures and technical measures defined, implemented and evaluated for the periodic performance of penetration testing by independent third parties?","Yes,No,NA"
TVM-08.1,Threat and Vulnerability Management Policy and Procedures,"Are processes, procedures and technical measures defined, implemented and evaluated based on identified risks to support scheduled and emergency responses to vulnerability identification?","Yes,No,NA"
TVM-09.1,Threat and Vulnerability Management Policy and Procedures,Is vulnerability remediation prioritized using a risk-based method from anindustry-recognized framework?,"Yes,No,NA"
TVM-10.1,Threat and Vulnerability Management Policy and Procedures,"Is a risk-based method used for the prioritization and mitigation of threats, leveraging an industry-recognized framework to guide threat decision-making and protection measures? ","Yes,No,NA"
TVM-11.1,Threat and Vulnerability Management Policy and Procedures,Is a process defined and implemented to track and report vulnerability identificationand remediation activities that include stakeholder notification?,"Yes,No,NA"
TVM-12.1,Threat and Vulnerability Management Policy and Procedures,"Are metrics for vulnerability identification and remediation established,monitored, and reported at defined intervals?","Yes,No,NA"
UEM-01.1,Universal Endpoint Management,"Are policies and procedures established, documented, approved, communicated,applied, evaluated, and maintained for all endpoints?","Yes,No,NA"
UEM-01.2,Universal Endpoint Management,"Are universal endpoint management policies and procedures reviewed and updatedat least annually, or upon significant changes?","Yes,No,NA"
UEM-02.1,Universal Endpoint Management,"Is there a defined, documented, applicable and evaluated list containing approvedservices, applications, and the sources of applications (stores) acceptable foruse by endpoints when accessing or storing organization-managed data?","Yes,No,NA"
UEM-03.1,Universal Endpoint Management,Is a process defined and implemented to validate endpoint device compatibilitywith operating systems and applications?,"Yes,No,NA"
UEM-04.1,Universal Endpoint Management,"Is an inventory of all endpoints used and maintained to store, access and process companydata?","Yes,No,NA"
UEM-05.1,Universal Endpoint Management,"Are processes, procedures, and technical measures defined, implemented andevaluated, to enforce policies and controls for all endpoints permitted to accesssystems and/or store, transmit, or process organizational data?","Yes,No,NA"
UEM-06.1,Universal Endpoint Management,Are all relevant interactive-use endpoints configured to require an automaticlock screen?,"Yes,No,NA"
UEM-07.1,Universal Endpoint Management,"Are changes to endpoint operating systems, patch levels, and/or applicationsmanaged through the organizational change management process?","Yes,No,NA"
UEM-08.1,Universal Endpoint Management,Is information protected from unauthorized disclosure on managed endpointswith storage encryption?,"Yes,No,NA"
UEM-09.1,Universal Endpoint Management,Are anti-malware detection and prevention technology services configured onmanaged endpoints?,"Yes,No,NA"
UEM-10.1,Universal Endpoint Management,Are software firewalls configured on managed endpoints?,"Yes,No,NA"
UEM-11.1,Universal Endpoint Management,Are managed endpoints configured with data loss prevention (DLP) technologiesand rules per a risk assessment?,"Yes,No,NA"
UEM-12.1,Universal Endpoint Management,"Are remote geo-location capabilities enabled for all managed mobile endpoints, in accordance with applicable laws and regulations?","Yes,No,NA"
UEM-13.1,Universal Endpoint Management,"Are processes, procedures, and technical measures defined, implemented, andevaluated to enable remote company data deletion on managed endpoint devices?","Yes,No,NA"
UEM-14.1,Universal Endpoint Management,"Are processes, procedures, and technical and/or contractual measures defined,implemented, and evaluated to maintain proper security of third-party endpointswith access to organizational assets?","Yes,No,NA"